Job Title,Salary,Company Name,Rating,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Lower Salary,Upper Salary,Avg Salary(K),Job Location
IT Associate Data Analyst,$39K-$69K,"The Hanover Insurance Group
3.7",3.7,"Worcester, MA",5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,39,69,54,MA
Business Data Analyst,$36K-$71K,"Fareportal
3.8",3.8,"New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",36,71,53.5,NY
Senior Insurance Data Scientist,$107K-$173K,"TransUnion
3.9",3.9,"Chicago, IL",5001 - 10000 ,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,107,173,140,IL
Senior Data Science Systems Engineer,$56K-$99K,"MITRE
3.2",3.2,"Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",56,99,77.5,VA
ENVIRONMENTAL ENGINEER/SCIENTIST,Employer,"Mcphail Associates
3.3",3.3,"Cambridge, MA",Jan-50,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,52,58,55,MA
Senior Scientist - Regulatory Submissions,$80K-$155K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,80,155,117.5,NC
Scientist - Biomarker and Flow Cytometry,$43K-$98K,"Crown Bioscience
2.4",2.4,"San Diego, CA",501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,43,98,70.5,CA
Revenue Analytics Manager,$45K-$78K,"HOVER
4.8",4.8,"San Francisco, CA",51 - 200 ,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,45,78,61.5,CA
Sr. Scientist Method Development,$50K-$110K,"Q2 Solutions
2.9",2.9,"Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,50,110,80,GA
"Associate Scientist, LC/MS Biologics",$44K-$96K,"Q2 Solutions
2.9",2.9,"Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,44,96,70,NY
"Research Scientist, Immunology - Cancer Biology",Employer,Kronos Bio,-1,"San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,100,140,120,MA
IT - Data Engineer II,$61K-$119K,"Arbella Insurance
3.4",3.4,"Quincy, MA",1001 - 5000 ,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,61,119,90,MA
Machine Learning Engineer (NLP),$80K-$142K,"CK-12 Foundation
4.1",4.1,"Palo Alto, CA",Jan-50,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,-1,80,142,111,CA
Senior Data Analyst,$99K-$178K,"Life360
3.9",3.9,"San Francisco, CA",51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,99,178,138.5,CA
Data Science Project Manager,$37K-$100K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,37,100,68.5,MA
Data Engineer,$62K-$113K,"Fivestars
3.9",3.9,"San Francisco, CA",201 - 500 ,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Belly, SpotOn",62,113,87.5,CA
"Principal, Data Science - Advanced Analytics",$86K-$137K,"IQVIA
3.6",3.6,"Durham, NC",10000+ ,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"PPD, INC Research, PRA Health Sciences",86,137,111.5,PA
"Sr Scientist, Immuno-Oncology - Oncology",$58K-$111K,"GSK
3.9",3.9,"Brentford, United Kingdom",10000+ ,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",58,111,84.5,MA
Senior Data Engineer,$72K-$133K,"Eventbrite
4.4",4.4,"San Francisco, CA",1001 - 5000 ,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",72,133,102.5,TN
"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K,"Software Engineering Institute
2.6",2.6,"Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,56,91,73.5,PA
Data Science Manager,$95K-$160K,"Numeric, LLC
3.2",3.2,"Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,95,160,127.5,PA
Research Scientist – Security and Privacy,$61K-$126K,"Riverside Research Institute
3.6",3.6,"Arlington, VA",501 - 1000 ,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1,61,126,93.5,OH
