Year,Hobbyist,Income,Country,EdLevel,Employment,JobSat,OrgSize,UndergradMajor,YearsCodePro,Data scientist or machine learning specialist,Database administrator
2019,Yes,101542,Australia,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Mathematics or statistics,23,0,0
2019,Yes,21504,Indonesia,Bachelor's degree,"Independent contractor, freelancer, or self-employed",4,100 to 499 employees,Computer science,11,0,0
2019,Yes,150000,United States,Bachelor's degree,Employed full-time,5,20 to 99 employees,Computer science,25,0,1
2019,Yes,3864,India,Bachelor's degree,Employed full-time,6,2 to 9 employees,Computer science,2,0,1
2019,Yes,28200,Ukraine,Bachelor's degree,Employed full-time,5,100 to 499 employees,Computer science,2,0,1
2019,Yes,45372,Finland,Master's degree,Employed full-time,5,20 to 99 employees,Information systems,2,1,1
2019,Yes,65277,Australia,Master's degree,Employed full-time,6,"10,000 or more employees",Computer science,7,1,0
2019,Yes,157020,United Kingdom,Secondary school,"Independent contractor, freelancer, or self-employed",5,20 to 99 employees,,20,0,1
2019,Yes,5232,Uganda,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Another engineering discipline,1,0,0
2019,No,6876,Serbia,Bachelor's degree,Employed part-time,6,20 to 99 employees,Mathematics or statistics,1,1,0
2019,Yes,180000,United States,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Another engineering discipline,21,1,0
2019,Yes,50771,Australia,some college,Employed full-time,8,10 to 19 employees,Information systems,7,0,1
2019,Yes,155000,United States,Master's degree,Employed full-time,5,100 to 499 employees,Another engineering discipline,10,1,0
2019,Yes,54996,Austria,some college,Employed full-time,5,500 to 999 employees,Computer science,10,0,1
2019,Yes,19956,Iran,Bachelor's degree,Employed full-time,4,100 to 499 employees,Computer science,7,0,1
2019,Yes,98000,United States,Associate degree,Employed full-time,8,10 to 19 employees,Computer science,7,0,1
2019,No,134328,India,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,2,0,1
2019,Yes,118495,Norway,Master's degree,Employed part-time,8,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,2,0,1
2019,Yes,90072,South Africa,Bachelor's degree,Employed full-time,4,10 to 19 employees,Computer science,20,0,1
2019,Yes,3696,India,Master's degree,Employed full-time,5,20 to 99 employees,Computer science,4,0,0
2019,Yes,106000,United States,,Employed full-time,8,500 to 999 employees,Computer science,19,1,1
2019,Yes,3450,Greece,Doctoral degree,"Independent contractor, freelancer, or self-employed",5,"Just me - I am a freelancer, sole proprietor, etc.",Humanities,30,0,1
2019,Yes,65424,United Kingdom,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,16,0,0
2019,Yes,11004,Germany,Secondary school,Employed full-time,4,"5,000 to 9,999 employees",,1,0,1
2019,Yes,37128,Austria,some college,Employed full-time,5,10 to 19 employees,Mathematics or statistics,4,1,0
2019,Yes,45830,France,Master's degree,Employed full-time,4,20 to 99 employees,Computer science,5,1,0
2019,No,41247,France,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer science,3,1,0
2019,Yes,110000,United States,some college,Employed full-time,5,100 to 499 employees,Computer science,7,0,0
2019,Yes,5880,India,Master's degree,Employed full-time,4,500 to 999 employees,Web development or web design,5,0,1
2019,Yes,57348,Philippines,Master's degree,Employed full-time,6,20 to 99 employees,Mathematics or statistics,8,1,1
2019,Yes,65424,United Kingdom,Doctoral degree,Employed full-time,8,"10,000 or more employees",Natural science,9,1,0
2019,No,10800,Brazil,Doctoral degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Business,5,0,0
2019,Yes,88633,Netherlands,Master's degree,Employed full-time,6,500 to 999 employees,Computer science,14,0,0
2019,Yes,125000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Social science,4,0,1
2019,Yes,98016,United Arab Emirates,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,16,0,1
2019,No,51638,Switzerland,Master's degree,Employed full-time,6,"5,000 to 9,999 employees",Mathematics or statistics,1,1,0
2019,Yes,23832,Russian Federation,Master's degree,Employed full-time,6,20 to 99 employees,Natural science,4,0,1
2019,Yes,68000,United States,Bachelor's degree,Employed full-time,6,100 to 499 employees,Information systems,2,0,0
2019,Yes,46566,Canada,Associate degree,Employed full-time,8,100 to 499 employees,Information systems,13,0,1
2019,Yes,210000,United States,some college,Employed full-time,8,2 to 9 employees,Mathematics or statistics,2,1,1
2019,Yes,70000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Natural science,10,0,0
2019,No,26124,Greece,Bachelor's degree,Employed full-time,4,100 to 499 employees,Another engineering discipline,17,0,0
2019,Yes,57287,France,Master's degree,Employed full-time,8,10 to 19 employees,Computer science,3,0,0
2019,Yes,45830,Spain,Professional degree,"Independent contractor, freelancer, or self-employed",8,2 to 9 employees,Another engineering discipline,18,0,0
2019,Yes,49500,Greece,Master's degree,Employed full-time,6,100 to 499 employees,Computer science,20,1,0
2019,Yes,160000,United States,Bachelor's degree,Employed full-time,2,"1,000 to 4,999 employees",Natural science,10,1,0
2019,Yes,74474,Portugal,Doctoral degree,Employed full-time,8,100 to 499 employees,Computer science,7,1,0
2019,Yes,68928,Sweden,some college,Employed full-time,4,"1,000 to 4,999 employees",Computer science,25,0,1
2019,Yes,160000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,13,1,0
2019,Yes,3576,Ethiopia,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,3,1,0
2019,Yes,57180,United Kingdom,Bachelor's degree,Employed full-time,8,100 to 499 employees,Web development or web design,8,0,1
2019,Yes,75619,Germany,Doctoral degree,Employed full-time,8,100 to 499 employees,Business,6,0,0
2019,Yes,509,Sri Lanka,Secondary school,Employed full-time,8,2 to 9 employees,,6,0,1
2019,Yes,12312,Serbia,some college,Employed full-time,5,100 to 499 employees,Computer science,27,0,1
2019,Yes,130000,United States,Master's degree,Employed full-time,4,"10,000 or more employees",Computer science,4,0,0
2019,Yes,125613,United Kingdom,Master's degree,Employed full-time,5,"5,000 to 9,999 employees",Computer science,7,1,0
2019,Yes,141226,Canada,Master's degree,Employed full-time,4,"10,000 or more employees",Computer science,20,1,1
2019,No,74000,United States,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Natural science,2,1,0
2019,No,36756,Mexico,Master's degree,Employed full-time,6,10 to 19 employees,Computer science,22,1,0
2019,Yes,68705,Canada,Master's degree,Employed full-time,6,2 to 9 employees,Computer science,13,1,0
2019,Yes,87036,Australia,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,3,1,0
2019,Yes,50000,United States,Associate degree,Employed full-time,4,20 to 99 employees,Information systems,20,0,1
2019,Yes,20628,Italy,Secondary school,Employed full-time,6,20 to 99 employees,,19,0,1
2019,Yes,64620,Germany,Master's degree,Employed full-time,6,100 to 499 employees,Natural science,11,0,1
2019,Yes,130000,United States,Doctoral degree,Employed full-time,6,"10,000 or more employees",Natural science,20,1,1
2019,Yes,49267,Spain,Master's degree,Employed full-time,8,100 to 499 employees,Another engineering discipline,12,0,0
2019,Yes,50376,Sweden,Master's degree,Employed full-time,4,"10,000 or more employees",Computer science,5,0,0
2019,Yes,40488,Romania,Bachelor's degree,Employed full-time,5,"5,000 to 9,999 employees",Mathematics or statistics,6,1,0
2019,No,39876,Germany,Secondary school,Employed full-time,8,20 to 99 employees,,20,0,1
2019,Yes,92000,United States,Bachelor's degree,Employed full-time,6,2 to 9 employees,Social science,10,0,1
2019,Yes,32826,Canada,Bachelor's degree,Employed full-time,8,10 to 19 employees,Social science,1,0,1
2019,Yes,63361,Canada,Master's degree,Employed full-time,8,"10,000 or more employees",Another engineering discipline,1,0,0
2019,Yes,6180,India,,Employed full-time,2,500 to 999 employees,Computer science,3,0,1
2019,Yes,36637,United Kingdom,Bachelor's degree,Employed full-time,6,2 to 9 employees,Computer science,16,1,1
2019,Yes,19590,India,Secondary school,Employed full-time,4,100 to 499 employees,,10,0,1
2019,Yes,48121,Germany,Doctoral degree,Employed full-time,6,2 to 9 employees,Natural science,2,0,1
2019,Yes,33227,Greece,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,6,0,0
2019,Yes,122142,Canada,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Humanities,21,1,1
2019,Yes,9445,India,I never completed any formal education,Employed full-time,5,20 to 99 employees,,6,0,1
2019,Yes,15600,Taiwan,Master's degree,Employed full-time,4,"1,000 to 4,999 employees",Computer science,2,1,0
2019,Yes,91834,Norway,Doctoral degree,Employed full-time,8,"1,000 to 4,999 employees",Natural science,4,1,0
2019,No,98964,Israel,I never completed any formal education,Employed part-time,8,500 to 999 employees,,30,0,0
2019,Yes,34368,Netherlands,Secondary school,Employed full-time,8,20 to 99 employees,,5,0,0
2019,Yes,4920,Brazil,Bachelor's degree,Employed full-time,5,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,1,1,0
2019,No,54400,Australia,some college,Employed full-time,2,"5,000 to 9,999 employees",Computer science,8,0,1
2019,No,38169,Canada,,"Independent contractor, freelancer, or self-employed",8,10 to 19 employees,Computer science,2,0,1
2019,Yes,9012,South Africa,some college,Employed part-time,6,20 to 99 employees,Web development or web design,2,0,1
2019,Yes,38383,France,Master's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Mathematics or statistics,9,1,0
2019,Yes,59652,Sweden,Bachelor's degree,Employed full-time,5,10 to 19 employees,Computer science,7,0,0
2019,Yes,106000,United States,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,16,0,1
2019,No,72500,United States,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Mathematics or statistics,1,1,0
2019,Yes,110000,United States,Master's degree,Employed full-time,8,2 to 9 employees,Computer science,7,0,1
2019,Yes,45000,United States,some college,Employed full-time,8,"1,000 to 4,999 employees",,1,0,0
2019,Yes,111220,United Kingdom,Secondary school,Employed full-time,6,"10,000 or more employees",,14,1,1
2019,Yes,36000,Uruguay,some college,Employed full-time,6,500 to 999 employees,Computer science,10,0,1
2019,Yes,34372,Italy,Bachelor's degree,Employed full-time,2,"1,000 to 4,999 employees",Computer science,20,0,0
2019,Yes,150000,United States,Secondary school,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",,18,0,1
2019,Yes,3228,Argentina,Bachelor's degree,Employed part-time,4,2 to 9 employees,Information systems,1,0,1
2019,Yes,34372,France,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,6,0,1
2019,Yes,33000,Spain,Associate degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,6,0,1
2019,No,30000,Iran,Secondary school,"Independent contractor, freelancer, or self-employed",6,2 to 9 employees,,3,0,0
2019,Yes,150000,United States,Master's degree,Employed full-time,8,20 to 99 employees,Natural science,6,1,0
2019,No,12000,El Salvador,Associate degree,Employed full-time,6,,Computer science,6,0,0
2019,Yes,80000,United States,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Mathematics or statistics,2,1,0
2019,No,2520,India,Bachelor's degree,"Independent contractor, freelancer, or self-employed",4,"Just me - I am a freelancer, sole proprietor, etc.",Web development or web design,3,0,1
2019,No,18564,Portugal,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Information systems,1,1,0
2019,Yes,8396,India,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,4,0,1
2019,Yes,46752,Netherlands,Master's degree,Employed full-time,5,"1,000 to 4,999 employees",Computer science,2,1,0
2019,Yes,8244,Latvia,,Employed part-time,2,"5,000 to 9,999 employees",Computer science,2,0,1
2019,Yes,2004,Bangladesh,Bachelor's degree,Employed full-time,4,10 to 19 employees,Computer science,30,0,0
2019,Yes,26808,France,Bachelor's degree,Employed full-time,6,2 to 9 employees,Web development or web design,2,0,1
2019,Yes,85000,United States,Bachelor's degree,Employed full-time,6,20 to 99 employees,Information systems,6,0,1
2019,Yes,17916,Kenya,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Another engineering discipline,2,0,0
2019,No,54996,Austria,Secondary school,"Independent contractor, freelancer, or self-employed",4,2 to 9 employees,,18,0,1
2019,Yes,62000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,5,0,1
2019,Yes,60000,United States,Bachelor's degree,Employed full-time,4,20 to 99 employees,Another engineering discipline,2,0,1
2019,Yes,11220,Poland,some college,Employed full-time,8,100 to 499 employees,Computer science,3,0,0
2019,Yes,55000,United States,Master's degree,Employed full-time,4,500 to 999 employees,Humanities,3,0,0
2019,Yes,5760,Turkey,some college,Employed full-time,6,20 to 99 employees,Computer science,1,1,0
2019,Yes,70000,Uruguay,some college,Employed full-time,6,20 to 99 employees,Computer science,7,0,1
2019,Yes,13752,Spain,Associate degree,Employed full-time,2,"5,000 to 9,999 employees",Computer science,2,0,1
2019,Yes,79000,United States,Bachelor's degree,Employed full-time,6,"10,000 or more employees",Computer science,2,0,0
2019,Yes,62964,Sweden,Master's degree,Employed full-time,6,100 to 499 employees,Another engineering discipline,13,0,1
2019,Yes,67512,Switzerland,,Employed full-time,8,20 to 99 employees,Computer science,7,0,1
2019,Yes,86000,United States,Bachelor's degree,Employed full-time,8,10 to 19 employees,Health science,4,1,1
2019,Yes,16452,Hungary,Master's degree,Employed full-time,5,20 to 99 employees,Natural science,1,0,0
2019,Yes,34368,Romania,Master's degree,Employed full-time,2,20 to 99 employees,Computer science,7,1,0
2019,Yes,65308,Netherlands,Master's degree,Employed full-time,5,10 to 19 employees,Computer science,7,0,0
2019,Yes,9072,India,some college,Employed full-time,6,"1,000 to 4,999 employees",Computer science,3,0,1
